  0.126982E+01 -0.755856E+00 -0.700326E+00 -0.685295E+00 -0.339678E+00 -0.230632E+00 -0.215614E+00 -0.205934E+00 -0.197528E+00 -0.173085E+00 -0.159154E+00 -0.137969E+00 -0.130395E+00 -0.112964E+00 -0.989461E-01 -0.909140E-01 -0.838854E-01 -0.781033E-01 -0.590804E-01 -0.226138E-01  0.200933E-01  0.386320E-01  0.645537E-01  0.816756E-01  0.107758E+00  0.116928E+00  0.127592E+00  0.142311E+00  0.145037E+00  0.156824E+00  0.187848E+00  0.202052E+00
  0.135145E+01 -0.755810E+00 -0.700344E+00 -0.685263E+00 -0.340674E+00 -0.230640E+00 -0.215775E+00 -0.206018E+00 -0.196982E+00 -0.172513E+00 -0.159057E+00 -0.137793E+00 -0.129271E+00 -0.113188E+00 -0.989972E-01 -0.904043E-01 -0.820207E-01 -0.795136E-01 -0.587084E-01 -0.195398E-01  0.236176E-01  0.518826E-01  0.624552E-01  0.817378E-01  0.888031E-01  0.112308E+00  0.123894E+00  0.131172E+00  0.146593E+00  0.152229E+00  0.174131E+00  0.188105E+00
  0.143307E+01 -0.755815E+00 -0.700338E+00 -0.685265E+00 -0.340491E+00 -0.230895E+00 -0.216360E+00 -0.206132E+00 -0.196717E+00 -0.172209E+00 -0.158920E+00 -0.137657E+00 -0.129431E+00 -0.113058E+00 -0.989509E-01 -0.903946E-01 -0.833270E-01 -0.792863E-01 -0.580660E-01 -0.179669E-01  0.214776E-01  0.514468E-01  0.637983E-01  0.840034E-01  0.885597E-01  0.113033E+00  0.117043E+00  0.135064E+00  0.150746E+00  0.156523E+00  0.166736E+00  0.185437E+00
  0.151469E+01 -0.755868E+00 -0.700312E+00 -0.685299E+00 -0.339223E+00 -0.231352E+00 -0.216861E+00 -0.206351E+00 -0.196895E+00 -0.172341E+00 -0.158576E+00 -0.137869E+00 -0.130711E+00 -0.112765E+00 -0.989538E-01 -0.908081E-01 -0.859068E-01 -0.782592E-01 -0.576842E-01 -0.196176E-01  0.164401E-01  0.378541E-01  0.678207E-01  0.852736E-01  0.106976E+00  0.111697E+00  0.132995E+00  0.137133E+00  0.154936E+00  0.156939E+00  0.177593E+00  0.195210E+00
  0.159631E+01 -0.755937E+00 -0.700280E+00 -0.685345E+00 -0.337575E+00 -0.231796E+00 -0.216806E+00 -0.206661E+00 -0.197470E+00 -0.172691E+00 -0.158176E+00 -0.138183E+00 -0.132621E+00 -0.112773E+00 -0.991385E-01 -0.910418E-01 -0.881481E-01 -0.770844E-01 -0.578538E-01 -0.224020E-01  0.112922E-01  0.260662E-01  0.675346E-01  0.930126E-01  0.112292E+00  0.124562E+00  0.143702E+00  0.149246E+00  0.163196E+00  0.175218E+00  0.188228E+00  0.198051E+00
  0.167793E+01 -0.755983E+00 -0.700263E+00 -0.685378E+00 -0.336533E+00 -0.231847E+00 -0.216416E+00 -0.206759E+00 -0.198109E+00 -0.173101E+00 -0.158222E+00 -0.137885E+00 -0.134371E+00 -0.113024E+00 -0.992580E-01 -0.910768E-01 -0.892115E-01 -0.762703E-01 -0.583624E-01 -0.243803E-01  0.827722E-02  0.198942E-01  0.655052E-01  0.949911E-01  0.124199E+00  0.129417E+00  0.146439E+00  0.163879E+00  0.171518E+00  0.186654E+00  0.202077E+00  0.207090E+00
  0.221316E+01 -0.755804E+00 -0.700465E+00 -0.685387E+00 -0.337626E+00 -0.229447E+00 -0.214377E+00 -0.205894E+00 -0.197947E+00 -0.174240E+00 -0.161579E+00 -0.138768E+00 -0.132879E+00 -0.113340E+00 -0.990051E-01 -0.906871E-01 -0.862117E-01 -0.768702E-01 -0.621520E-01 -0.253125E-01  0.113651E-01  0.311142E-01  0.696570E-01  0.927881E-01  0.110235E+00  0.127702E+00  0.135036E+00  0.157129E+00  0.168395E+00  0.172091E+00  0.184411E+00  0.193177E+00
  0.229478E+01 -0.755751E+00 -0.700492E+00 -0.685353E+00 -0.338915E+00 -0.228969E+00 -0.214072E+00 -0.205669E+00 -0.197585E+00 -0.174432E+00 -0.161466E+00 -0.139023E+00 -0.131286E+00 -0.113352E+00 -0.989327E-01 -0.903280E-01 -0.837582E-01 -0.777270E-01 -0.624339E-01 -0.249988E-01  0.160700E-01  0.405015E-01  0.675266E-01  0.867934E-01  0.113661E+00  0.117234E+00  0.125962E+00  0.140113E+00  0.148804E+00  0.169013E+00  0.180212E+00  0.196041E+00
  0.237640E+01 -0.755705E+00 -0.700508E+00 -0.685320E+00 -0.339919E+00 -0.228993E+00 -0.214337E+00 -0.205802E+00 -0.196809E+00 -0.173958E+00 -0.161145E+00 -0.138955E+00 -0.130106E+00 -0.113591E+00 -0.990130E-01 -0.897239E-01 -0.817624E-01 -0.794215E-01 -0.620314E-01 -0.221426E-01  0.192756E-01  0.536594E-01  0.657721E-01  0.866972E-01  0.993037E-01  0.113213E+00  0.118273E+00  0.129994E+00  0.140533E+00  0.154278E+00  0.170380E+00  0.191752E+00
  0.245803E+01 -0.755693E+00 -0.700507E+00 -0.685309E+00 -0.340074E+00 -0.229420E+00 -0.215278E+00 -0.206024E+00 -0.196049E+00 -0.173223E+00 -0.160967E+00 -0.138718E+00 -0.129813E+00 -0.113622E+00 -0.990332E-01 -0.893999E-01 -0.829094E-01 -0.797940E-01 -0.609759E-01 -0.180916E-01  0.174629E-01  0.599808E-01  0.717028E-01  0.848982E-01  0.934384E-01  0.105776E+00  0.109505E+00  0.132456E+00  0.138918E+00  0.159508E+00  0.164770E+00  0.184882E+00
  0.253965E+01 -0.755721E+00 -0.700487E+00 -0.685325E+00 -0.339278E+00 -0.230106E+00 -0.216220E+00 -0.206313E+00 -0.195697E+00 -0.172756E+00 -0.160732E+00 -0.138913E+00 -0.130187E+00 -0.113400E+00 -0.990560E-01 -0.896038E-01 -0.852968E-01 -0.791245E-01 -0.599868E-01 -0.167694E-01  0.126180E-01  0.529104E-01  0.722857E-01  0.907543E-01  0.985116E-01  0.104967E+00  0.120232E+00  0.134600E+00  0.139290E+00  0.157831E+00  0.174360E+00  0.186361E+00
  0.262127E+01 -0.755775E+00 -0.700462E+00 -0.685360E+00 -0.337978E+00 -0.230775E+00 -0.216414E+00 -0.206663E+00 -0.196006E+00 -0.172719E+00 -0.160386E+00 -0.139559E+00 -0.131089E+00 -0.113369E+00 -0.992152E-01 -0.900063E-01 -0.870445E-01 -0.782172E-01 -0.597929E-01 -0.190013E-01  0.897604E-02  0.395579E-01  0.756303E-01  0.937302E-01  0.104178E+00  0.118883E+00  0.128042E+00  0.144041E+00  0.146924E+00  0.164610E+00  0.179656E+00  0.185636E+00
  0.270289E+01 -0.755821E+00 -0.700444E+00 -0.685392E+00 -0.336942E+00 -0.230889E+00 -0.215824E+00 -0.206789E+00 -0.196786E+00 -0.173062E+00 -0.160421E+00 -0.139695E+00 -0.132418E+00 -0.113587E+00 -0.993332E-01 -0.902628E-01 -0.879221E-01 -0.773506E-01 -0.604528E-01 -0.219629E-01  0.747494E-02  0.304977E-01  0.738865E-01  0.983008E-01  0.112637E+00  0.123677E+00  0.139503E+00  0.149730E+00  0.155692E+00  0.175745E+00  0.181553E+00  0.195336E+00
  0.278451E+01 -0.755832E+00 -0.700445E+00 -0.685403E+00 -0.336799E+00 -0.230280E+00 -0.215006E+00 -0.206453E+00 -0.197600E+00 -0.173653E+00 -0.161071E+00 -0.139001E+00 -0.133444E+00 -0.113582E+00 -0.992304E-01 -0.905546E-01 -0.876775E-01 -0.768307E-01 -0.614169E-01 -0.241084E-01  0.820781E-02  0.275854E-01  0.715808E-01  0.982707E-01  0.112199E+00  0.128786E+00  0.145050E+00  0.155949E+00  0.161159E+00  0.170125E+00  0.190183E+00  0.200577E+00
  0.331974E+01 -0.755628E+00 -0.700662E+00 -0.685397E+00 -0.338490E+00 -0.227411E+00 -0.212440E+00 -0.205599E+00 -0.197472E+00 -0.175482E+00 -0.163596E+00 -0.140182E+00 -0.131676E+00 -0.113647E+00 -0.989288E-01 -0.896710E-01 -0.832737E-01 -0.779271E-01 -0.653625E-01 -0.261936E-01  0.155412E-01  0.477170E-01  0.669573E-01  0.898003E-01  0.102520E+00  0.119639E+00  0.125221E+00  0.148681E+00  0.158801E+00  0.170009E+00  0.179038E+00  0.185397E+00
  0.340136E+01 -0.755600E+00 -0.700676E+00 -0.685378E+00 -0.339160E+00 -0.227282E+00 -0.212507E+00 -0.205607E+00 -0.197027E+00 -0.175487E+00 -0.163313E+00 -0.140253E+00 -0.130911E+00 -0.113775E+00 -0.989702E-01 -0.892718E-01 -0.816054E-01 -0.790119E-01 -0.653274E-01 -0.253580E-01  0.179445E-01  0.583298E-01  0.652843E-01  0.867994E-01  0.928270E-01  0.117375E+00  0.129322E+00  0.134171E+00  0.146179E+00  0.162702E+00  0.170899E+00  0.184519E+00
  0.348298E+01 -0.755587E+00 -0.700674E+00 -0.685366E+00 -0.339318E+00 -0.227800E+00 -0.213517E+00 -0.205870E+00 -0.196002E+00 -0.174670E+00 -0.163145E+00 -0.140058E+00 -0.130579E+00 -0.113927E+00 -0.990341E-01 -0.889226E-01 -0.825811E-01 -0.797032E-01 -0.643136E-01 -0.213794E-01  0.167133E-01  0.643382E-01  0.735194E-01  0.821095E-01  0.938435E-01  0.108457E+00  0.112797E+00  0.133495E+00  0.148465E+00  0.155353E+00  0.167191E+00  0.177027E+00
  0.356461E+01 -0.755599E+00 -0.700659E+00 -0.685369E+00 -0.338858E+00 -0.228731E+00 -0.214869E+00 -0.206246E+00 -0.195006E+00 -0.173687E+00 -0.163037E+00 -0.140222E+00 -0.130336E+00 -0.113947E+00 -0.991331E-01 -0.888922E-01 -0.848267E-01 -0.795053E-01 -0.629229E-01 -0.173922E-01  0.115959E-01  0.688379E-01  0.745700E-01  0.817451E-01  0.938977E-01  0.103529E+00  0.118223E+00  0.132937E+00  0.144908E+00  0.153907E+00  0.176911E+00  0.181291E+00
  0.364623E+01 -0.755628E+00 -0.700640E+00 -0.685386E+00 -0.338035E+00 -0.229665E+00 -0.215609E+00 -0.206632E+00 -0.194637E+00 -0.173072E+00 -0.162828E+00 -0.140939E+00 -0.130149E+00 -0.113978E+00 -0.992988E-01 -0.892415E-01 -0.861184E-01 -0.790757E-01 -0.620260E-01 -0.164761E-01  0.688609E-02  0.582171E-01  0.781302E-01  0.854018E-01  0.961465E-01  0.110872E+00  0.129783E+00  0.134591E+00  0.147467E+00  0.159311E+00  0.174623E+00  0.185870E+00
  0.372785E+01 -0.755657E+00 -0.700627E+00 -0.685405E+00 -0.337342E+00 -0.229962E+00 -0.215348E+00 -0.206799E+00 -0.195061E+00 -0.173051E+00 -0.162773E+00 -0.141319E+00 -0.130625E+00 -0.114106E+00 -0.993983E-01 -0.895538E-01 -0.866285E-01 -0.785342E-01 -0.622433E-01 -0.185404E-01  0.611640E-02  0.471299E-01  0.788047E-01  0.928826E-01  0.103324E+00  0.117140E+00  0.123993E+00  0.143671E+00  0.155341E+00  0.170410E+00  0.178574E+00  0.185644E+00
  0.380947E+01 -0.755669E+00 -0.700628E+00 -0.685416E+00 -0.337207E+00 -0.229334E+00 -0.214356E+00 -0.206577E+00 -0.196046E+00 -0.173648E+00 -0.163189E+00 -0.140795E+00 -0.131711E+00 -0.114096E+00 -0.993000E-01 -0.897456E-01 -0.864558E-01 -0.780756E-01 -0.633609E-01 -0.214309E-01  0.835803E-02  0.412440E-01  0.770953E-01  0.988881E-01  0.105277E+00  0.118115E+00  0.126631E+00  0.148078E+00  0.155435E+00  0.162220E+00  0.176811E+00  0.192915E+00
  0.389109E+01 -0.755658E+00 -0.700643E+00 -0.685413E+00 -0.337688E+00 -0.228234E+00 -0.213193E+00 -0.206032E+00 -0.197061E+00 -0.174650E+00 -0.163632E+00 -0.140148E+00 -0.132277E+00 -0.113820E+00 -0.990603E-01 -0.898483E-01 -0.853154E-01 -0.777726E-01 -0.645836E-01 -0.242361E-01  0.118497E-01  0.414845E-01  0.720930E-01  0.945532E-01  0.108191E+00  0.120685E+00  0.127752E+00  0.144112E+00  0.155298E+00  0.170630E+00  0.176765E+00  0.195626E+00
  0.442632E+01 -0.755556E+00 -0.700745E+00 -0.685401E+00 -0.338842E+00 -0.226553E+00 -0.211531E+00 -0.205566E+00 -0.197294E+00 -0.176135E+00 -0.164214E+00 -0.140818E+00 -0.131228E+00 -0.113789E+00 -0.989474E-01 -0.891265E-01 -0.815621E-01 -0.787655E-01 -0.666773E-01 -0.268047E-01  0.180444E-01  0.612012E-01  0.663102E-01  0.769783E-01  0.955163E-01  0.123084E+00  0.131342E+00  0.134520E+00  0.161793E+00  0.166573E+00  0.174388E+00  0.179917E+00
  0.450794E+01 -0.755561E+00 -0.700739E+00 -0.685402E+00 -0.338660E+00 -0.226950E+00 -0.212101E+00 -0.205755E+00 -0.196805E+00 -0.175610E+00 -0.164249E+00 -0.140700E+00 -0.131347E+00 -0.113876E+00 -0.989786E-01 -0.891077E-01 -0.827881E-01 -0.787796E-01 -0.661361E-01 -0.249265E-01  0.166098E-01  0.594062E-01  0.660294E-01  0.841943E-01  0.987399E-01  0.119196E+00  0.123160E+00  0.137045E+00  0.152527E+00  0.162063E+00  0.170457E+00  0.183665E+00
  0.458956E+01 -0.755572E+00 -0.700723E+00 -0.685405E+00 -0.338199E+00 -0.227964E+00 -0.213434E+00 -0.206187E+00 -0.195663E+00 -0.174449E+00 -0.164202E+00 -0.140816E+00 -0.131178E+00 -0.114072E+00 -0.991251E-01 -0.890866E-01 -0.847577E-01 -0.789468E-01 -0.648599E-01 -0.211033E-01  0.125616E-01  0.573926E-01  0.719889E-01  0.885847E-01  0.103968E+00  0.112213E+00  0.122346E+00  0.127959E+00  0.147843E+00  0.164110E+00  0.174614E+00  0.184186E+00
  0.467119E+01 -0.755584E+00 -0.700709E+00 -0.685409E+00 -0.337717E+00 -0.229092E+00 -0.214699E+00 -0.206622E+00 -0.194604E+00 -0.173456E+00 -0.163979E+00 -0.141525E+00 -0.130383E+00 -0.114264E+00 -0.993336E-01 -0.891734E-01 -0.858484E-01 -0.790584E-01 -0.635088E-01 -0.179171E-01  0.758468E-02  0.601145E-01  0.775646E-01  0.815573E-01  0.102697E+00  0.114177E+00  0.119857E+00  0.143012E+00  0.148632E+00  0.156744E+00  0.176548E+00  0.187441E+00
  0.475281E+01 -0.755589E+00 -0.700703E+00 -0.685410E+00 -0.337508E+00 -0.229591E+00 -0.215194E+00 -0.206795E+00 -0.194187E+00 -0.173082E+00 -0.163825E+00 -0.141954E+00 -0.129908E+00 -0.114323E+00 -0.994248E-01 -0.892591E-01 -0.861062E-01 -0.790666E-01 -0.628959E-01 -0.166431E-01  0.516451E-02  0.652209E-01  0.730588E-01  0.781767E-01  0.106270E+00  0.118011E+00  0.119739E+00  0.136430E+00  0.156306E+00  0.173411E+00  0.178216E+00  0.181393E+00
  0.483443E+01 -0.755584E+00 -0.700709E+00 -0.685409E+00 -0.337717E+00 -0.229092E+00 -0.214699E+00 -0.206622E+00 -0.194604E+00 -0.173456E+00 -0.163979E+00 -0.141525E+00 -0.130383E+00 -0.114264E+00 -0.993335E-01 -0.891734E-01 -0.858484E-01 -0.790584E-01 -0.635088E-01 -0.179171E-01  0.758467E-02  0.601145E-01  0.775646E-01  0.815574E-01  0.102697E+00  0.114177E+00  0.119858E+00  0.143012E+00  0.148631E+00  0.156744E+00  0.176546E+00  0.187442E+00
  0.491605E+01 -0.755572E+00 -0.700723E+00 -0.685405E+00 -0.338199E+00 -0.227964E+00 -0.213434E+00 -0.206187E+00 -0.195663E+00 -0.174449E+00 -0.164202E+00 -0.140816E+00 -0.131178E+00 -0.114072E+00 -0.991251E-01 -0.890867E-01 -0.847577E-01 -0.789468E-01 -0.648599E-01 -0.211033E-01  0.125616E-01  0.573926E-01  0.719889E-01  0.885848E-01  0.103968E+00  0.112213E+00  0.122347E+00  0.127959E+00  0.147843E+00  0.164110E+00  0.174613E+00  0.184185E+00
  0.499767E+01 -0.755561E+00 -0.700739E+00 -0.685402E+00 -0.338660E+00 -0.226950E+00 -0.212101E+00 -0.205755E+00 -0.196805E+00 -0.175610E+00 -0.164249E+00 -0.140700E+00 -0.131347E+00 -0.113876E+00 -0.989786E-01 -0.891077E-01 -0.827881E-01 -0.787796E-01 -0.661361E-01 -0.249265E-01  0.166099E-01  0.594062E-01  0.660295E-01  0.841943E-01  0.987400E-01  0.119196E+00  0.123160E+00  0.137045E+00  0.152527E+00  0.162064E+00  0.170457E+00  0.183666E+00
  0.553290E+01 -0.755628E+00 -0.700662E+00 -0.685397E+00 -0.338490E+00 -0.227411E+00 -0.212440E+00 -0.205599E+00 -0.197472E+00 -0.175482E+00 -0.163596E+00 -0.140182E+00 -0.131676E+00 -0.113647E+00 -0.989288E-01 -0.896710E-01 -0.832738E-01 -0.779272E-01 -0.653625E-01 -0.261936E-01  0.155412E-01  0.477170E-01  0.669573E-01  0.898004E-01  0.102520E+00  0.119638E+00  0.125221E+00  0.148681E+00  0.158801E+00  0.170008E+00  0.179039E+00  0.185399E+00
  0.561452E+01 -0.755658E+00 -0.700643E+00 -0.685413E+00 -0.337689E+00 -0.228234E+00 -0.213193E+00 -0.206032E+00 -0.197061E+00 -0.174650E+00 -0.163632E+00 -0.140148E+00 -0.132277E+00 -0.113820E+00 -0.990604E-01 -0.898485E-01 -0.853154E-01 -0.777727E-01 -0.645836E-01 -0.242361E-01  0.118497E-01  0.414845E-01  0.720929E-01  0.945532E-01  0.108191E+00  0.120684E+00  0.127752E+00  0.144112E+00  0.155297E+00  0.170627E+00  0.176767E+00  0.195626E+00
  0.569614E+01 -0.755669E+00 -0.700628E+00 -0.685416E+00 -0.337207E+00 -0.229334E+00 -0.214356E+00 -0.206577E+00 -0.196046E+00 -0.173648E+00 -0.163189E+00 -0.140795E+00 -0.131711E+00 -0.114096E+00 -0.993000E-01 -0.897456E-01 -0.864558E-01 -0.780756E-01 -0.633609E-01 -0.214309E-01  0.835801E-02  0.412441E-01  0.770953E-01  0.988880E-01  0.105277E+00  0.118115E+00  0.126631E+00  0.148078E+00  0.155435E+00  0.162220E+00  0.176810E+00  0.192915E+00
  0.577777E+01 -0.755657E+00 -0.700627E+00 -0.685405E+00 -0.337342E+00 -0.229962E+00 -0.215348E+00 -0.206799E+00 -0.195061E+00 -0.173051E+00 -0.162773E+00 -0.141319E+00 -0.130625E+00 -0.114106E+00 -0.993983E-01 -0.895539E-01 -0.866286E-01 -0.785342E-01 -0.622433E-01 -0.185404E-01  0.611640E-02  0.471299E-01  0.788046E-01  0.928827E-01  0.103324E+00  0.117140E+00  0.123993E+00  0.143671E+00  0.155341E+00  0.170410E+00  0.178574E+00  0.185643E+00
  0.585939E+01 -0.755628E+00 -0.700640E+00 -0.685386E+00 -0.338035E+00 -0.229665E+00 -0.215609E+00 -0.206632E+00 -0.194637E+00 -0.173072E+00 -0.162828E+00 -0.140939E+00 -0.130149E+00 -0.113978E+00 -0.992988E-01 -0.892421E-01 -0.861183E-01 -0.790757E-01 -0.620260E-01 -0.164761E-01  0.688609E-02  0.582171E-01  0.781301E-01  0.854018E-01  0.961465E-01  0.110873E+00  0.129783E+00  0.134591E+00  0.147468E+00  0.159312E+00  0.174623E+00  0.185871E+00
  0.594101E+01 -0.755599E+00 -0.700659E+00 -0.685369E+00 -0.338858E+00 -0.228731E+00 -0.214869E+00 -0.206246E+00 -0.195006E+00 -0.173687E+00 -0.163037E+00 -0.140222E+00 -0.130336E+00 -0.113947E+00 -0.991331E-01 -0.888922E-01 -0.848267E-01 -0.795053E-01 -0.629230E-01 -0.173922E-01  0.115959E-01  0.688379E-01  0.745700E-01  0.817451E-01  0.938976E-01  0.103529E+00  0.118223E+00  0.132937E+00  0.144908E+00  0.153907E+00  0.176912E+00  0.181290E+00
  0.602263E+01 -0.755587E+00 -0.700674E+00 -0.685366E+00 -0.339318E+00 -0.227800E+00 -0.213517E+00 -0.205870E+00 -0.196002E+00 -0.174670E+00 -0.163145E+00 -0.140058E+00 -0.130579E+00 -0.113927E+00 -0.990341E-01 -0.889227E-01 -0.825811E-01 -0.797033E-01 -0.643136E-01 -0.213794E-01  0.167133E-01  0.643382E-01  0.735194E-01  0.821095E-01  0.938436E-01  0.108457E+00  0.112797E+00  0.133495E+00  0.148464E+00  0.155353E+00  0.167191E+00  0.177028E+00
  0.610425E+01 -0.755600E+00 -0.700676E+00 -0.685378E+00 -0.339160E+00 -0.227282E+00 -0.212507E+00 -0.205607E+00 -0.197027E+00 -0.175487E+00 -0.163313E+00 -0.140253E+00 -0.130911E+00 -0.113775E+00 -0.989702E-01 -0.892718E-01 -0.816054E-01 -0.790119E-01 -0.653273E-01 -0.253580E-01  0.179446E-01  0.583298E-01  0.652843E-01  0.867993E-01  0.928270E-01  0.117375E+00  0.129322E+00  0.134171E+00  0.146179E+00  0.162702E+00  0.170899E+00  0.184519E+00
  0.663948E+01 -0.755804E+00 -0.700465E+00 -0.685387E+00 -0.337626E+00 -0.229447E+00 -0.214377E+00 -0.205894E+00 -0.197947E+00 -0.174240E+00 -0.161579E+00 -0.138768E+00 -0.132879E+00 -0.113340E+00 -0.990051E-01 -0.906871E-01 -0.862117E-01 -0.768702E-01 -0.621520E-01 -0.253124E-01  0.113651E-01  0.311142E-01  0.696570E-01  0.927881E-01  0.110235E+00  0.127702E+00  0.135036E+00  0.157129E+00  0.168395E+00  0.172091E+00  0.184411E+00  0.193176E+00
  0.672110E+01 -0.755832E+00 -0.700445E+00 -0.685403E+00 -0.336799E+00 -0.230280E+00 -0.215006E+00 -0.206453E+00 -0.197600E+00 -0.173653E+00 -0.161071E+00 -0.139001E+00 -0.133444E+00 -0.113582E+00 -0.992304E-01 -0.905546E-01 -0.876775E-01 -0.768307E-01 -0.614168E-01 -0.241084E-01  0.820774E-02  0.275854E-01  0.715808E-01  0.982707E-01  0.112199E+00  0.128785E+00  0.145050E+00  0.155948E+00  0.161160E+00  0.170125E+00  0.190184E+00  0.200578E+00
